manga_id
2
1706
13
656
1
51
25
4632
70345
642
16765
3
44489
14893
123992
1303
89357
90125
23751
126479
657
1224
336
104
44227
56805
35243
9115
651
21525
34053
104039
74697
40171
14483
100448
91941
70261
28
44347
116778
418
55215
145863
26
21
121496
125036
7
72467
45143
4
145
664
1133
1859
86119
88660
107931
81669
904
7375
24875
78523
119161
9726
98930
35513
60553
81
756
117077
114043
44
745
85968
103237
102256
60783
399
37707
126287
105084
70399
140765
1325
3006
3031
22
610
698
6978
11327
92559
100035
79085
23900
23390
1342
3083
11514
123006
81211
2062
11734
108177
101396
44307
13245
113138
130826
93097
214
3649
8157
28393
33327
46282
111213
126146
61579
88639
102
113010
121213
38071
93753
97244
92299
30
5744
21498
39859
87610
56529
104538
112988
43
1183
7519
36413
48399
62795
66517
3285
4658
6812
119072
121405
29211
1469
3299
7482
1032
121269
123649
100323
25515
42451
114745
11054
17051
107562
134744
21499
743
658
3866
8586
8967
122663
88930
93699
87953
79993
110160
115506
121504
147171
419
768
3572
3807
95012
24692
33031
26728
141120
77597
87609
137200
138673
42
974
2921
3573
6164
9711
12854
401
48621
119279
132214
98380
99314
94376
10
106
3281
87844
115730
22651
39325
42001
48347
1414
10552
89087
93516
102343
58141
61189
3082
12471
16081
95243
85781
869
923
936
3575
16816
110771
115922
119392
122906
138533
40761
49835
31
85
660
736
2895
3571
320
443
895
1013
1600
98436
104241
106809
143441
25096
35573
87397
57791
62023
83903
85719
90531
93972
137303
1111
7458
14236
47022
116312
118289
9
79
838
2459
5255
6520
9699
15306
16922
144267
17910
30079
37755
72025
84983
18
149
267
583
762
1262
1649
112774
113819
123444
96044
24
29
57
481
1009
1061
1263
9548
128
735
3378
14790
24308
43921
92252
103701
108566
1047
1097
9982
16144
16593
112091
112318
117851
124845
18161
39883
17904
43915
731
7776
96792
121781
135496
56755
81117
585
1208
1802
3009
4571
4625
7149
23571
26704
26736
44711
112115
119022
133641
158
348
445
1461
4258
11593
14531
55869
58027
62547
26144
91514
103989
373
510
1315
3731
15805
119282
56743
70801
915
4453
99007
106602
108495
24705
27231
45855
112589
124470
130832
375
1075
5651
10884
17552
34127
45885
45947
112370
112694
132962
133352
77637
84255
53
92
994
1982
8070
9738
10865
103897
104491
98379
100128
18074
25409
30315
704
1695
2924
3715
8652
58563
67401
113163
114793
107548
705
1014
8144
8557
11850
36131
37523
46010
18570
20242
33297
35733
41865
43913
47825
112922
58007
80375
436
463
688
929
1110
3008
17
792
1101
1258
1630
114787
117840
124374
129621
141833
26201
44319
96573
98374
102330
104565
635
661
729
1297
7010
7749
7760
9296
10010
10892
110031
110485
113555
118737
119931
128594
138424
22986
24294
26769
35171
75989
86769
63535
70259
338
770
1257
4945
8300
10978
11243
13702
89768
90810
21467
21784
26178
29983
47
573
3097
3403
10443
11652
146878
102703
99969
107875
20
339
655
674
3042
27029
38105
111211
112090
121480
134341
127221
27
393
564
591
928
1149
1218
3102
10447
17152
89960
108187
61307
80091
36933
41435
44501
48025
95211
99821
107948
118625
872
988
1076
1365
9546
78537
57035
61097
62671
111229
115710
115746
120616
134997
108696
633
649
670
908
1092
3868
12917
13271
648
1033
1211
3282
10330
13290
120875
123475
124094
128072
24457
24903
50027
59893
80281
89467
99815
107417
20554
24339
34841
41629
11
1320
1659
5775
11914
15104
112268
113671
116539
121209
127332
131008
62723
76965
80841
85773
88110
55163
84559
1260
3076
3574
8742
10179
14978
18251
19980
24380
35003
46024
139104
132975
8
1184
1735
4423
5711
9114
59669
